,Unnamed: 0,customer_id,Transaction_count,number_of_purchase_in_weekend,number_of_purchase_in_weekday,most_common_city,diff_city,count_of_city,most_used_discount_code,Unique_Payment_Methods,Most_used_payment_method,First_order_date,Last_order_date,total_shipping_cost,total_discount,count_of_discounted_transactions,Gross_revenue,Net_revenue,AOV_per_customer,Net_revenue_excluding_shipping,Avg_Discount_per_Transaction,discounted_transaction_pct,recency_days,Customer_Lifespan_in_days,Avg_days_between_transaction,Customer_lifespan_in_months,Avg_transactions_per_month,plan_id,plan_start_date,plan_payment_timestamp,plan_payment_method,plan_name,plan_term,plan_price,status,expiry_date,churn_flag
1118,1118,CUST_01131,6,0,6,North Helenville,1,4,CODE_DIFFERENT,2,Credit Card,2025-03-11 00:01:00.000000,2025-03-11 00:07:00.000000,112.43,982.92,6,8833.24,7962.75,1327.12,7850.32,163.82,100.0,80,80,13,3,2,PLAN_B,2024-12-11,2024-11-03 11:00:29.657931,Credit Card,Premium Subscription,Annual,119.99,Active,2025-12-11,0
1119,1119,CUST_01132,6,4,2,Kimberlyshire,1,5,CODE_SHOULDER,3,Debit Card,2024-06-16 00:07:00.000000,2025-05-17 15:32:11.077466,81.88000000000001,2645.21,6,20601.08,18037.75,3006.29,17955.87,440.87,100.0,13,348,58,12,0,PLAN_A,2024-01-16,2024-06-03 18:32:49.952739,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-02-16,1
1120,1120,CUST_01133,4,0,4,Brittanymouth,1,3,CODE_FLOOR,3,Debit Card,2024-12-10 00:03:00.000000,2024-12-10 00:09:00.000000,59.400000000000006,239.29,2,7738.150000000001,7558.26,1889.56,7498.860000000001,59.82,50.0,171,171,43,6,1,PLAN_A,2025-05-08,2024-11-04 10:35:19.761792,PayPal,Standard Subscription,Monthly,12.99,Active,2025-06-08,0
1121,1121,CUST_01134,3,0,3,East Matthewton,1,2,CODE_AVOID,2,Credit Card,2024-10-22 03:14:12.039670,2025-01-29 03:34:55.368473,55.62,389.13,2,8210.74,7877.23,2625.74,7821.61,129.71,66.67,121,220,73,7,0,PLAN_B,2024-07-27,2025-01-01 03:03:56.738872,PayPal,Premium Subscription,Annual,119.99,Active,2025-07-27,0
1122,1122,CUST_01135,3,0,3,Kimberlyshire,1,3,CODE_BALL,2,Credit Card,2024-10-09 01:26:38.168902,2025-04-07 15:36:30.593823,63.63,719.11,2,8732.97,8077.49,2692.5,8013.86,239.7,66.67,53,233,78,8,0,PLAN_A,2024-02-27,2024-04-20 00:58:10.666044,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-03-27,1
1123,1123,CUST_01136,2,0,2,Erinchester,1,2,CODE_COLD,1,PayPal,2025-03-19 06:59:11.733752,2025-04-25 07:29:28.708731,22.31,756.04,1,7287.16,6553.43,3276.72,6531.12,378.02,50.0,35,72,36,2,1,PLAN_B,2024-02-15,2024-05-19 05:00:42.613822,Credit Card,Premium Subscription,Annual,119.99,Active,2025-02-15,1
1124,1124,CUST_01137,5,0,5,Davieston,1,4,CODE_DIFFERENT,3,PayPal,2025-03-14 00:03:00.000000,2025-03-14 00:07:00.000000,67.92,1719.93,4,16684.35,15032.34,3006.47,14964.42,343.99,80.0,77,77,15,3,2,PLAN_A,2024-11-15,2025-05-06 11:01:24.040278,PayPal,Standard Subscription,Monthly,12.99,Active,2024-12-15,1
1125,1125,CUST_01138,1,0,1,South Katelynmouth,0,1,CODE_ACTUALLY,1,Debit Card,2024-07-05 18:28:15.445679,2024-07-05 18:28:15.445679,8.1,359.71,1,2517.58,2165.97,2165.97,2157.87,359.71,100.0,329,329,0,11,0,PLAN_A,2024-05-02,2024-03-26 07:32:26.961643,PayPal,Standard Subscription,Monthly,12.99,Active,2024-06-02,1
1126,1126,CUST_01139,6,0,6,Brittanymouth,1,4,CODE_BALL,3,PayPal,2024-05-01 00:04:00.000000,2025-03-25 14:01:11.663521,83.28,1683.05,6,10142.75,8542.98,1423.83,8459.699999999999,280.51,100.0,66,394,66,13,0,PLAN_B,2024-12-31,2024-01-04 14:32:51.091893,PayPal,Premium Subscription,Annual,119.99,Active,2025-12-31,0
1127,1127,CUST_01140,6,0,6,Lake Diana,1,5,CODE_DIFFERENT,3,Debit Card,2025-05-23 00:01:00.000000,2025-05-23 00:09:00.000000,103.2,519.14,3,11104.49,10688.55,1781.42,10585.35,86.52,50.0,7,7,1,0,6,PLAN_B,2024-12-15,2024-03-29 17:00:19.489234,PayPal,Premium Subscription,Annual,119.99,Active,2025-12-15,0
1128,1128,CUST_01141,2,0,2,Lake Alexanderchester,1,2,CODE_RISK,2,Credit Card,2025-03-12 00:03:00.000000,2025-03-12 00:09:00.000000,24.49,383.17,2,5393.16,5034.48,2517.24,5009.99,191.58,100.0,79,79,40,3,1,PLAN_A,2024-05-20,2024-10-05 03:35:45.659976,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-06-20,1
1129,1129,CUST_01143,8,0,8,North Michael,1,7,CODE_COLD,3,Credit Card,2024-11-06 00:05:00.000000,2025-03-31 08:08:09.124465,105.58,2170.59,7,18572.7,16507.690000000002,2063.46,16402.11,271.32,87.5,60,205,26,7,1,PLAN_A,2024-11-25,2024-02-10 14:33:17.276394,PayPal,Standard Subscription,Monthly,12.99,Active,2024-12-25,1
1130,1130,CUST_01144,3,1,2,Floresfort,1,3,CODE_COLD,3,Credit Card,2024-10-20 04:37:33.941725,2025-04-16 19:16:12.942830,24.29,1215.89,2,8372.130000000001,7180.530000000001,2393.51,7156.240000000001,405.3,66.67,44,222,74,7,0,PLAN_A,2025-01-26,2024-11-20 09:37:07.476444,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-02-26,1
1131,1131,CUST_01145,6,0,6,East Matthewton,1,4,CODE_DIFFERENT,2,Debit Card,2025-01-30 00:03:00.000000,2025-02-06 07:04:04.090709,85.87,2493.31,6,15729.48,13322.04,2220.34,13236.17,415.55,100.0,113,120,20,4,2,PLAN_B,2024-03-06,2024-12-21 17:25:51.897769,Credit Card,Premium Subscription,Annual,119.99,Active,2025-03-06,1
1132,1132,CUST_01146,4,0,4,Alecchester,1,4,CODE_MODEL,2,Debit Card,2024-02-27 08:56:34.501118,2025-04-04 19:28:14.109497,50.75,1267.86,2,15964.43,14747.32,3686.83,14696.57,316.97,50.0,56,458,114,15,0,PLAN_B,2025-01-23,2025-04-03 01:55:13.939987,PayPal,Premium Subscription,Annual,119.99,Active,2026-01-23,0
1133,1133,CUST_01147,4,0,4,Lake Cheryl,1,3,CODE_ITS,3,Credit Card,2024-07-23 07:00:22.296440,2024-10-07 18:02:07.094777,76.77,1492.39,4,12436.8,11021.18,2755.3,10944.41,373.1,100.0,235,311,78,10,0,PLAN_B,2024-02-01,2024-01-05 03:17:39.239779,PayPal,Premium Subscription,Annual,119.99,Active,2025-02-01,1
1134,1134,CUST_01148,7,1,6,South Kathleentown,1,6,CODE_DECADE,3,Credit Card,2024-02-21 18:32:23.426501,2025-01-26 11:30:00.901664,91.19,3172.85,4,23896.04,20814.38,2973.48,20723.19,453.26,57.14,124,464,66,15,0,PLAN_A,2024-10-29,2024-05-21 10:22:38.685356,PayPal,Standard Subscription,Monthly,12.99,Active,2024-11-29,1
1135,1135,CUST_01149,9,3,6,Lake Diana,1,5,CODE_NEWSPAPER,3,Debit Card,2024-10-21 00:01:00.000000,2025-04-09 06:00:54.653018,138.43,2310.18,6,20566.35,18394.6,2043.84,18256.17,256.69,66.67,51,221,25,7,1,PLAN_B,2024-12-23,2025-01-01 00:28:49.456594,PayPal,Premium Subscription,Annual,119.99,Active,2025-12-23,0
1136,1136,CUST_01150,2,1,1,Port Traceytown,1,2,CODE_MODEL,2,Debit Card,2025-01-11 04:27:56.061722,2025-05-29 13:25:11.452932,28.38,733.75,2,3753.85,3048.48,1524.24,3020.0999999999995,366.88,100.0,1,139,70,5,0,PLAN_B,2024-08-29,2025-03-12 01:41:21.772003,Credit Card,Premium Subscription,Annual,119.99,Active,2025-08-29,0
1137,1137,CUST_01151,4,4,0,East Jeffrey,1,4,CODE_HIM,2,Debit Card,2025-02-01 00:01:00.000000,2025-02-01 00:02:00.000000,69.15,357.54999999999995,3,4113.7,3825.3,956.32,3756.15,89.39,75.0,118,118,30,4,1,PLAN_B,2024-09-03,2024-12-14 00:56:13.394845,PayPal,Premium Subscription,Annual,119.99,Active,2025-09-03,0
1138,1138,CUST_01152,9,8,1,Brucehaven,1,7,CODE_AVOID,3,Credit Card,2024-12-21 00:01:00.000000,2025-03-10 00:56:15.729966,131.09,1235.74,7,13125.01,12020.36,1335.6,11889.27,137.3,77.78,81,160,18,5,2,PLAN_B,2024-06-05,2025-01-14 00:22:06.752028,Credit Card,Premium Subscription,Annual,119.99,Active,2025-06-05,0
1139,1139,CUST_01153,3,1,2,Lake Diana,1,3,CODE_ACTUALLY,3,Credit Card,2024-03-12 07:39:04.356219,2024-12-28 00:57:43.462999,42.04,653.66,3,6970.219999999999,6358.6,2119.53,6316.56,217.89,100.0,153,444,148,15,0,PLAN_A,2025-02-09,2024-03-03 05:01:27.877064,PayPal,Standard Subscription,Monthly,12.99,Active,2025-03-09,1
1140,1140,CUST_01154,2,0,2,Melissaland,1,2,CODE_BALL,2,Credit Card,2025-05-05 00:03:00.000000,2025-05-05 00:04:00.000000,24.16,141.2,1,2093.84,1976.8,988.4,1952.64,70.6,50.0,25,25,12,1,2,PLAN_A,2024-08-26,2025-05-02 11:32:46.236297,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-09-26,1
1141,1141,CUST_01155,5,0,5,Belindaport,1,5,CODE_HIM,2,Debit Card,2025-04-17 00:02:00.000000,2025-04-25 22:02:58.671866,57.19,307.99,3,16316.08,16065.28,3213.06,16008.089999999998,61.6,60.0,35,43,9,1,5,PLAN_B,2024-12-10,2025-01-21 19:52:42.546503,PayPal,Premium Subscription,Annual,119.99,Active,2025-12-10,0
1142,1142,CUST_01156,7,2,5,Davieston,1,7,CODE_AVOID,3,PayPal,2024-02-29 00:07:00.000000,2025-04-14 23:33:56.434606,126.67,820.62,5,10078.19,9384.24,1340.61,9257.57,117.23,71.43,46,456,65,15,0,PLAN_A,2024-07-31,2025-02-28 09:40:34.480017,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-08-31,1
1143,1143,CUST_01157,6,1,5,Port Michelle,1,5,CODE_BALL,2,Debit Card,2024-01-25 10:55:10.742476,2024-11-18 01:00:56.723679,103.62,1611.73,6,12261.67,10753.56,1792.26,10649.94,268.62,100.0,193,491,82,16,0,PLAN_B,2024-04-22,2024-05-13 08:35:45.930528,PayPal,Premium Subscription,Annual,119.99,Active,2025-04-22,1
1144,1144,CUST_01158,6,6,0,Schaeferview,1,5,CODE_DIFFERENT,3,PayPal,2025-05-17 00:02:00.000000,2025-05-17 00:06:00.000000,70.89,788.05,5,4652.23,3935.07,655.85,3864.18,131.34,83.33,13,13,2,0,6,PLAN_A,2024-03-26,2024-09-17 17:23:35.750032,PayPal,Standard Subscription,Monthly,12.99,Active,2024-04-26,1
1145,1145,CUST_01159,7,3,4,South Katelynmouth,1,6,CODE_AVOID,2,Credit Card,2024-09-22 00:04:00.000000,2025-04-28 08:10:17.175253,129.41,2550.67,6,22198.42,19777.16,2825.31,19647.75,364.38,85.71,32,250,36,8,1,PLAN_A,2025-04-25,2024-01-17 22:06:42.439924,PayPal,Standard Subscription,Monthly,12.99,Active,2025-05-25,1
1146,1146,CUST_01160,4,0,4,Lake Derrickmouth,1,4,CODE_OUTSIDE,2,Credit Card,2025-02-17 00:01:00.000000,2025-02-17 00:05:00.000000,70.61,1124.16,2,7648.610000000001,6595.06,1648.76,6524.450000000001,281.04,50.0,102,102,26,3,1,PLAN_B,2024-08-24,2025-03-12 03:30:21.327456,Credit Card,Premium Subscription,Annual,119.99,Active,2025-08-24,0
1147,1147,CUST_01161,2,2,0,Alecchester,1,2,CODE_AVOID,2,Credit Card,2025-03-16 00:06:00.000000,2025-03-16 00:07:00.000000,43.84,406.29,2,2366.64,2004.19,1002.1,1960.35,203.14,100.0,75,75,38,2,1,PLAN_A,2025-04-22,2024-06-08 23:16:27.126712,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-05-22,1
1148,1148,CUST_01162,3,1,2,Lake Diana,1,3,CODE_HIM,2,Debit Card,2024-04-16 00:07:00.000000,2025-02-09 09:18:15.836909,53.23,912.87,2,5850.550000000001,4990.91,1663.64,4937.68,304.29,66.67,110,409,136,14,0,PLAN_B,2025-05-14,2025-02-01 18:40:52.371349,PayPal,Premium Subscription,Annual,119.99,Active,2026-05-14,0
1149,1149,CUST_01163,6,1,5,Evansville,1,5,CODE_HIM,2,Debit Card,2025-02-19 00:01:00.000000,2025-05-04 04:19:59.148935,101.12,1404.85,4,13984.24,12680.51,2113.42,12579.39,234.14,66.67,26,100,17,3,2,PLAN_A,2024-07-14,2024-04-09 19:59:00.669347,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-08-14,1
1150,1150,CUST_01164,8,3,5,Belindaport,1,8,CODE_BALL,3,PayPal,2024-06-04 18:19:40.636694,2025-02-20 01:25:30.652151,97.44,772.09,4,13598.97,12924.32,1615.54,12826.88,96.51,50.0,99,360,45,12,1,PLAN_A,2024-08-12,2024-03-12 17:25:49.029905,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-09-12,1
1151,1151,CUST_01165,5,0,5,North Michael,1,4,CODE_HIM,3,Credit Card,2024-10-28 00:06:00.000000,2025-02-06 11:40:22.247714,85.15,1645.64,4,16759.15,15198.66,3039.73,15113.51,329.13,80.0,113,214,43,7,1,PLAN_B,2024-01-08,2024-09-18 11:40:55.841716,PayPal,Premium Subscription,Annual,119.99,Active,2025-01-08,1
1152,1152,CUST_01166,5,3,2,Hallville,1,4,CODE_ACTUALLY,3,Debit Card,2024-09-28 00:01:00.000000,2025-04-01 02:04:03.292876,87.07000000000001,434.69,4,7674.94,7327.32,1465.46,7240.25,86.94,80.0,59,244,49,8,1,PLAN_A,2024-09-21,2024-05-04 15:05:15.361848,PayPal,Standard Subscription,Monthly,12.99,Active,2024-10-21,1
1153,1153,CUST_01167,4,0,4,Liubury,1,3,CODE_HIM,3,PayPal,2024-11-14 00:02:00.000000,2025-04-25 20:15:55.252839,67.49000000000001,263.75,4,2655.77,2459.51,614.88,2392.0200000000004,65.94,100.0,35,197,49,7,1,PLAN_A,2024-09-11,2025-03-18 19:27:16.403372,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-10-11,1
1154,1154,CUST_01168,4,0,4,Belindaport,1,4,CODE_ACTUALLY,3,Debit Card,2024-03-26 04:22:12.175431,2025-05-02 03:12:04.405691,74.91,825.75,4,4875.96,4125.12,1031.28,4050.21,206.44,100.0,28,430,108,14,0,PLAN_B,2025-04-03,2024-06-14 06:39:50.038733,Credit Card,Premium Subscription,Annual,119.99,Active,2026-04-03,0
1155,1155,CUST_01169,1,0,1,Port Jenniferport,0,1,CODE_MODEL,1,Credit Card,2024-11-01 07:19:09.779111,2024-11-01 07:19:09.779111,18.73,1068.81,1,6081.68,5031.6,5031.6,5012.870000000001,1068.81,100.0,210,210,0,7,0,PLAN_A,2024-05-04,2024-12-13 16:38:26.092540,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-06-04,1
1156,1156,CUST_01170,4,2,2,Melissaland,1,4,CODE_CASE,2,Debit Card,2024-04-11 00:03:00.000000,2024-12-21 00:31:49.477560,59.010000000000005,514.26,4,6406.48,5951.23,1487.81,5892.219999999999,128.56,100.0,160,414,104,14,0,PLAN_A,2024-01-07,2024-01-07 13:43:25.720226,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-02-07,1
1157,1157,CUST_01171,3,0,3,West Donald,1,2,CODE_BALL,2,Credit Card,2024-08-16 00:01:00.000000,2024-08-20 02:43:50.851842,42.7,1656.39,2,12816.39,11202.7,3734.23,11160.0,552.13,66.67,283,287,96,10,0,PLAN_B,2024-03-14,2025-03-30 05:21:05.553116,PayPal,Premium Subscription,Annual,119.99,Active,2025-03-14,1
1158,1158,CUST_01172,6,6,0,Mariostad,1,5,CODE_COLD,2,PayPal,2024-07-14 00:01:00.000000,2024-07-14 00:08:00.000000,81.2,648.8000000000001,3,10400.29,9832.69,1638.78,9751.49,108.13,50.0,320,320,53,11,1,PLAN_B,2024-06-12,2025-02-24 12:18:41.200086,PayPal,Premium Subscription,Annual,119.99,Active,2025-06-12,0
1159,1159,CUST_01173,6,2,4,Evansville,1,6,CODE_BALL,3,Debit Card,2024-08-27 18:59:59.863478,2025-04-02 07:25:57.740312,79.96,1596.77,6,13352.72,11835.91,1972.65,11755.95,266.13,100.0,58,276,46,9,1,PLAN_B,2025-03-26,2024-06-14 12:56:27.955967,PayPal,Premium Subscription,Annual,119.99,Active,2026-03-26,0
1160,1160,CUST_01174,3,0,3,Davieston,1,3,CODE_THOSE,3,Credit Card,2024-05-02 00:04:00.000000,2024-05-02 00:09:00.000000,31.73,665.12,1,8472.33,7838.94,2612.98,7807.210000000001,221.71,33.33,393,393,131,13,0,PLAN_A,2024-02-17,2024-04-11 11:25:05.693449,PayPal,Standard Subscription,Monthly,12.99,Active,2024-03-17,1
1161,1161,CUST_01175,11,4,7,Liubury,1,8,CODE_ACTUALLY,3,PayPal,2024-11-04 00:03:00.000000,2025-05-11 01:59:19.291629,131.82999999999998,2299.81,7,27477.47,25309.49,2300.86,25177.66,209.07,63.64,19,207,19,7,2,PLAN_B,2024-01-31,2024-07-12 05:37:24.618736,Credit Card,Premium Subscription,Annual,119.99,Active,2025-01-31,1
1162,1162,CUST_01176,8,0,8,North Dianaburgh,1,7,CODE_ACTUALLY,3,Credit Card,2025-04-02 00:01:00.000000,2025-04-02 00:09:00.000000,116.04,1985.43,6,27378.27,25508.88,3188.61,25392.84,248.18,75.0,58,58,7,2,4,PLAN_A,2024-08-04,2024-01-25 07:35:10.057949,PayPal,Standard Subscription,Monthly,12.99,Active,2024-09-04,1
1163,1163,CUST_01177,5,1,4,Floresfort,1,4,CODE_BALL,2,PayPal,2024-10-07 00:04:00.000000,2024-11-04 22:17:14.162241,65.09,450.45,2,9666.72,9281.36,1856.27,9216.27,90.09,40.0,207,235,47,8,1,PLAN_B,2025-03-14,2025-03-24 04:05:31.472645,PayPal,Premium Subscription,Annual,119.99,Active,2026-03-14,0
1164,1164,CUST_01178,4,2,2,Port Michelle,1,4,CODE_DECADE,2,Credit Card,2024-06-01 15:08:44.393462,2025-01-19 09:15:09.264258,70.72999999999999,334.83000000000004,3,3649.61,3385.51,846.38,3314.78,83.71,75.0,131,363,91,12,0,PLAN_A,2025-01-15,2024-08-21 09:55:18.981397,PayPal,Standard Subscription,Monthly,12.99,Active,2025-02-15,1
1165,1165,CUST_01179,7,0,7,East Jeffrey,1,7,CODE_BALL,2,PayPal,2024-10-25 00:01:00.000000,2025-05-08 02:58:27.617106,119.72,2446.5,7,19029.35,16702.57,2386.08,16582.85,349.5,100.0,22,217,31,7,1,PLAN_A,2025-04-22,2024-07-03 07:56:38.804095,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-05-22,1
1166,1166,CUST_01180,2,1,1,Alecchester,1,2,CODE_BALL,2,Credit Card,2024-07-08 07:34:52.454208,2024-11-09 16:34:53.785178,25.62,685.37,2,4732.12,4072.37,2036.18,4046.75,342.68,100.0,202,326,163,11,0,PLAN_A,2024-07-10,2024-12-28 14:48:09.485174,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-08-10,1
1167,1167,CUST_01181,11,1,10,Davieston,1,8,CODE_BALL,3,Credit Card,2025-04-09 00:01:00.000000,2025-05-24 10:57:12.559946,162.61,3222.31,8,28654.91,25595.21,2326.84,25432.6,292.94,72.73,6,51,5,2,6,PLAN_B,2024-06-19,2024-11-17 11:29:01.323583,Credit Card,Premium Subscription,Annual,119.99,Active,2025-06-19,0
1168,1168,CUST_01182,5,1,4,Davieston,1,5,CODE_BALL,2,PayPal,2024-04-03 21:44:11.915207,2024-11-28 18:44:46.359603,88.17999999999999,332.22,3,9694.69,9450.65,1890.13,9362.47,66.44,60.0,183,422,84,14,0,PLAN_B,2025-02-09,2024-10-14 06:29:35.966742,Credit Card,Premium Subscription,Annual,119.99,Active,2026-02-09,0
1169,1169,CUST_01183,5,1,4,Brucehaven,1,5,CODE_CASE,2,Debit Card,2024-04-24 08:32:21.637184,2025-03-10 11:06:05.623099,60.22,809.47,4,6891.62,6142.37,1228.47,6082.15,161.89,80.0,81,401,80,13,0,PLAN_B,2024-07-12,2024-05-20 18:00:43.624504,Credit Card,Premium Subscription,Annual,119.99,Active,2025-07-12,0
1170,1170,CUST_01184,3,1,2,Lake Diana,1,3,CODE_CASE,2,PayPal,2024-01-23 00:05:00.000000,2024-06-25 19:14:33.852621,50.56,286.87,3,2188.57,1952.26,650.75,1901.7,95.62,100.0,339,493,164,16,0,PLAN_B,2025-03-01,2024-08-10 14:13:05.886672,PayPal,Premium Subscription,Annual,119.99,Active,2026-03-01,0
1171,1171,CUST_01185,7,7,0,Port Traceytown,1,5,CODE_OUTSIDE,3,Debit Card,2024-08-10 00:02:00.000000,2025-03-08 00:57:13.772038,88.35,616.6899999999999,6,7746.5,7218.16,1031.17,7129.81,88.1,85.71,83,293,42,10,1,PLAN_B,2024-09-01,2024-09-24 04:45:40.972019,Credit Card,Premium Subscription,Annual,119.99,Active,2025-09-01,0
1172,1172,CUST_01186,7,1,6,Lake Emilyland,1,4,CODE_ENVIRONMENT,3,Credit Card,2024-08-07 00:01:00.000000,2025-01-07 06:48:17.656037,89.38,803.58,6,8428.57,7714.37,1102.05,7624.99,114.8,85.71,143,296,42,10,1,PLAN_B,2024-01-01,2025-05-06 13:03:58.697523,PayPal,Premium Subscription,Annual,119.99,Active,2025-01-01,1
1173,1173,CUST_01188,6,2,4,North Dianaburgh,1,5,CODE_DECADE,3,PayPal,2024-04-20 10:13:24.407195,2025-01-10 08:13:23.065024,92.95,511.63,4,13376.91,12958.23,2159.7,12865.28,85.27,66.67,140,405,68,14,0,PLAN_B,2024-01-12,2024-11-15 11:16:01.608126,Credit Card,Premium Subscription,Annual,119.99,Active,2025-01-12,1
1174,1174,CUST_01189,4,0,4,Brucehaven,1,4,CODE_ENVIRONMENT,2,Debit Card,2024-06-20 00:02:00.000000,2025-05-30 08:17:56.189248,62.73,998.76,3,13100.21,12164.18,3041.04,12101.45,249.69,75.0,0,344,86,11,0,PLAN_B,2024-08-14,2024-05-21 06:06:47.138351,PayPal,Premium Subscription,Annual,119.99,Active,2025-08-14,0
1175,1175,CUST_01190,2,0,2,Alecchester,1,2,CODE_AVOID,2,Debit Card,2025-05-26 00:03:00.000000,2025-05-26 00:08:00.000000,37.09,770.65,2,4635.26,3901.7,1950.85,3864.61,385.32,100.0,4,4,2,0,2,PLAN_B,2024-05-07,2024-04-27 02:04:45.609765,Credit Card,Premium Subscription,Annual,119.99,Active,2025-05-07,1
1176,1176,CUST_01191,10,7,3,West Eric,1,7,CODE_ACTUALLY,3,Debit Card,2024-05-25 00:04:00.000000,2025-05-29 01:56:21.127396,150.03,1461.39,4,23917.47,22606.11,2260.61,22456.08,146.14,40.0,1,370,37,12,1,PLAN_A,2024-07-25,2024-09-09 21:34:55.223405,PayPal,Standard Subscription,Monthly,12.99,Active,2024-08-25,1
1177,1177,CUST_01192,7,1,6,Hendersonville,1,5,CODE_AVOID,3,Credit Card,2024-11-15 00:09:00.000000,2025-05-29 20:33:14.531908,126.39,176.19,5,10996.41,10946.61,1563.8,10820.22,25.17,71.43,1,196,28,7,1,PLAN_B,2025-05-25,2024-11-25 02:41:16.868383,PayPal,Premium Subscription,Annual,119.99,Active,2026-05-25,0
1178,1178,CUST_01193,4,0,4,Lake Cheryl,1,3,CODE_ENVIRONMENT,3,Debit Card,2024-07-19 00:05:00.000000,2024-07-19 00:09:00.000000,55.88,1457.89,4,9160.25,7758.24,1939.56,7702.36,364.47,100.0,315,315,79,10,0,PLAN_A,2025-05-26,2024-07-08 07:57:39.700434,PayPal,Standard Subscription,Monthly,12.99,Active,2025-06-26,0
1179,1179,CUST_01194,4,0,4,Smithmouth,1,3,CODE_AVOID,3,PayPal,2025-04-15 00:01:00.000000,2025-05-16 20:47:00.014878,67.87,1589.19,3,12257.04,10735.72,2683.93,10667.85,397.3,75.0,14,45,11,2,2,PLAN_B,2025-02-08,2025-03-28 17:11:01.404310,Credit Card,Premium Subscription,Annual,119.99,Active,2026-02-08,0
1180,1180,CUST_01195,10,0,10,Onealland,1,9,CODE_ACTUALLY,3,Credit Card,2024-11-08 00:02:00.000000,2025-02-18 03:07:53.124019,149.99,1904.16,7,24655.8,22901.63,2290.16,22751.64,190.42,70.0,101,203,20,7,1,PLAN_B,2024-12-14,2024-02-03 16:08:34.018059,Credit Card,Premium Subscription,Annual,119.99,Active,2025-12-14,0
1181,1181,CUST_01196,3,0,3,Kimberlyshire,1,3,CODE_MODEL,2,Credit Card,2025-02-05 00:02:00.000000,2025-02-05 00:06:00.000000,54.47,957.0700000000002,3,8203.51,7300.91,2433.64,7246.44,319.02,100.0,114,114,38,4,1,PLAN_A,2025-01-17,2024-07-15 14:17:43.238443,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-02-17,1
1182,1182,CUST_01197,9,1,8,New Danielleside,1,8,CODE_COLD,3,Credit Card,2024-06-25 00:06:00.000000,2025-03-22 01:18:44.882364,142.07,373.55,3,19989.05,19757.57,2195.29,19615.5,41.51,33.33,69,339,38,11,1,PLAN_B,2025-02-16,2024-10-22 01:44:19.832952,PayPal,Premium Subscription,Annual,119.99,Active,2026-02-16,0
1183,1183,CUST_01198,8,4,4,East Carolynborough,1,6,CODE_HIM,3,Debit Card,2024-05-24 07:01:50.274116,2025-03-23 07:37:14.360231,110.94,1312.12,7,12970.1,11768.92,1471.12,11657.98,164.02,87.5,68,371,46,12,1,PLAN_A,2024-05-18,2024-08-07 01:23:12.917824,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-06-18,1
1184,1184,CUST_01199,2,0,2,North Michael,1,2,CODE_ITS,2,Debit Card,2025-01-06 00:02:00.000000,2025-01-27 07:05:06.808248,23.49,1320.48,2,8317.42,7020.43,3510.22,6996.9400000000005,660.24,100.0,123,144,72,5,0,PLAN_A,2025-02-22,2025-05-20 21:05:29.294956,PayPal,Standard Subscription,Monthly,12.99,Active,2025-03-22,1
1185,1185,CUST_01200,2,1,1,Brucehaven,1,2,CODE_MODEL,2,Credit Card,2024-12-21 00:04:00.000000,2025-02-11 22:08:59.925395,24.86,603.9499999999999,2,4509.139999999999,3930.05,1965.02,3905.19,301.97,100.0,108,160,80,5,0,PLAN_A,2024-08-02,2024-07-30 19:51:34.812983,PayPal,Standard Subscription,Monthly,12.99,Active,2024-09-02,1
1186,1186,CUST_01201,4,0,4,North Williamville,1,3,CODE_AVOID,3,PayPal,2024-09-19 00:03:00.000000,2024-12-17 13:40:28.272152,61.14,1396.27,4,10093.92,8758.79,2189.7,8697.650000000001,349.07,100.0,164,253,63,8,0,PLAN_A,2024-06-15,2024-07-26 11:11:31.279061,PayPal,Standard Subscription,Monthly,12.99,Active,2024-07-15,1
1187,1187,CUST_01202,7,0,7,West Markborough,1,4,CODE_ITS,3,Debit Card,2024-10-22 00:03:00.000000,2025-05-12 08:14:31.189354,107.42,1373.95,5,11220.43,9953.9,1421.99,9846.48,196.28,71.43,18,220,31,7,1,PLAN_A,2025-01-21,2024-03-26 22:22:50.607819,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-02-21,1
